url_pk,channel_id,title,description,thumbnails,published,play_time,view_count,like_count
3jt_vdD60tk,UCC9pQY_uaBSa0WOpMNJHbEQ,이때까지 먹은 목살구이와는 비교가 안 되는 맛입니다.,"매콤목살구이를 만들어 보자

[재료]
돼지 목살 300g, 대파

[만드는 법]
1. 돼지 목살에 소금 1꼬집, 후추 조금, 고춧가루 1스푼, 전분가루 2스푼을 넣고 잘 섞어줍니다.
2. 팬에 식용유를 두르고 목살을 구워줍니다
3. 고추기름이 나오면 다진 대파, 다진 청양고추, 다진 마늘 1/2스푼, 진간장 2스푼, 설탕 1스푼을 넣고 볶아줍니다.
4. 후추, 통깨를 입맛에 맞게 뿌려줍니다.

#매콤목살구이 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/3jt_vdD60tk/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-19T07:00:03Z,1:48,125223,2924
2oaLjFWEACE,UCC9pQY_uaBSa0WOpMNJHbEQ,외국에서 핫한 기름 끓여 만든 라면,"SNS에서 핫한 볶음 라면을 만들어보자

[재료]
매운 라면, 통깨, 다진 마늘, 후추, 계란

[만드는 법]
1. 그릇에 분말스프 ½봉, 건더기 스프, 통깨 1스푼, 다진 마늘 1스푼, 후추 조금 담아줍니다.
2. 식용유 3스푼을 끓여서 (1)에 부어줍니다.
(계란 후라이를 할 정도 살짝 남겨줍니다.)
3. 삶은 면, 대파, 계란 후라이를 올리고 잘 섞어줍니다.

#라면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/2oaLjFWEACE/hqdefault.jpg', 'width': 480, 'height': 360}",2022-01-11T08:30:03Z,2:12,260607,7072
0bxF_mUNBxU,UCC9pQY_uaBSa0WOpMNJHbEQ,집에서 고급 일식집 메뉴 간단하게 만들기 #Shorts,간단하게 야끼라면을 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/0bxF_mUNBxU/hqdefault.jpg', 'width': 480, 'height': 360}",2022-01-30T01:00:01Z,58,1414337,35435
m1HYWZCMdrU,UCC9pQY_uaBSa0WOpMNJHbEQ,한국인 99%가 모르는 짜파게티 더 맛있게 먹는 방법,간짜장 짜파게티를 만들어보자 #Shorts,"{'url': 'https://i.ytimg.com/vi/m1HYWZCMdrU/hqdefault.jpg', 'width': 480, 'height': 360}",2022-06-04T05:41:24Z,1:,2881657,30709
__1Xl4liejw,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 진짜 밖에서 장사해도 되는 비주얼과 맛입니다,,"{'url': 'https://i.ytimg.com/vi/__1Xl4liejw/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-19T10:46:06Z,56,113025,1748
QJlqggO2f54,UCC9pQY_uaBSa0WOpMNJHbEQ,이거 한가지만 넣으면 초간단 밥도둑 완성,,"{'url': 'https://i.ytimg.com/vi/QJlqggO2f54/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-16T09:29:10Z,1:,87661,1464
XJ1dDJRtm8k,UCC9pQY_uaBSa0WOpMNJHbEQ,남은 돼지고기를 100배 더 맛있게 먹는 방법,"깐풍목살덮밥을 만들어 보자

[재료]
목살 300g, 양파, 청양고추

[만드는 법]
1. 팬에 목살을 맛있게 구워줍니다. 
2. 다진 양파, 청양고추, 다진 마늘 1스푼, 굴소스 2스푼, 설탕 1스푼, 식초 3스푼을 넣고 볶아줍니다.
3. 후추, 통깨를 입맛에 맞게 뿌려줍니다.

#깐풍목살덮밥

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/XJ1dDJRtm8k/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-22T10:01:10Z,1:34,41457,738
beYNXQgWmyQ,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 떡볶이보다 100배 더 맛있습니다.,"떡꼬치 한판을 만들어 보자

[재료]
떡볶이 떡 300g, 대파, 전분

[만드는 법]
1. 팬에 식용유를 두르고 떡을 구워줍니다.
2. 전분 2스푼, 물 1/2컵(약 90ml)를 섞은 전분물과 대파를 흩뿌려주고 바삭해지게 구워줍니다.
3. 떡꼬치 소스, 통깨, 청양고추 등 입맛에 맞게 뿌려줍니다.
(떡꼬치 소스 - 물 4~5스푼, 고추장 1스푼, 진간장 1스푼, 케찹 1스푼, 설탕 4스푼, 다진 마늘 1/2스푼)

#떡꼬치

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/beYNXQgWmyQ/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-06T09:43:07Z,2:11,166763,3272
owqzI4I4nMI,UCC9pQY_uaBSa0WOpMNJHbEQ,서울우유 폼 진짜 미쳤다,"서울우유 유료광고를 진행하며 무상으로 제공받은 제품을 활용하고 있습니다.

1.콩국수
- 두부 250ml, 우유 350ml, 소금 1/2스푼, 설탕 1스푼, 통깨 4스푼, 땅콩버터 1스푼을 갈아서 콩국물을 만들어 줍니다.
- 소면, 콩국물, 채썬 오이, 삶은 계란 등 입맛에 맞게 곁들여 줍니다.

2. 바나나우유
- 비닐 봉지에 바나나, 설탕 1~2스푼을 넣고 으깨어 바나나 즙을 만들어 줍니다.
- 우유 200ml와 바나나즙을 합쳐줍니다.

3. 딸기우유
- 비닐 봉지에 딸기, 설탕 1~2스푼을 넣고 으깨어 딸기 즙을 만들어 줍니다.
- 우유 200ml와 딸기즙을 합쳐줍니다.

4. 우유빙수
- 지퍼백에 우유 500ml, 설탕 3~4스푼을 섞어준 뒤 한번 얼려줍니다.
- 얼린 우유는 주먹으로 내려쳐서 부드러운 우유 얼음으로 만들어 줍니다.
- 우유 얼음 위로 입맛에 맞게 각종 토핑을 올려줍니다.

서울우유 나100% 제품 소개 👉  https://bit.ly/447nA3h

 #서울우유 #서울우유나100 #제조일자 #우유제조일자 #신선한우유","{'url': 'https://i.ytimg.com/vi/owqzI4I4nMI/hqdefault.jpg', 'width': 480, 'height': 360}",2023-04-29T08:00:22Z,2:21,49617,1000
ivYg7btGMN4,UCC9pQY_uaBSa0WOpMNJHbEQ,비싼 치킨보다 100배 더 맛있습니다.,"닭간장조림을 만들어보자

[재료]
닭다리살 정육 350g, 통마늘, 대파

[만드는 법]
1. 닭다리살을 맛있게 구워줍니다.
2. 통마늘, 대파를 넣고 한번 더 구워줍니다.
3. 진간장 2스푼, 굴소스 1스푼, 설탕 2스푼을 넣고 볶아주다가 물 1/2컵(약 90ml)을 부어주고 졸여줍니다.
4. 청양고추, 통깨 등 뿌려줍니다.

#닭간장조림

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/ivYg7btGMN4/hqdefault.jpg', 'width': 480, 'height': 360}",2023-04-23T09:14:28Z,1:38,123451,2126
BDexkgHaEek,UCC9pQY_uaBSa0WOpMNJHbEQ,이대로만 하면 무진장 맛있습니다.,"돼지 콩나물 불고기를 만들어보자

[재료]
불고기용 돼지고기 300g, 콩나물 300g, 대파, 깻잎

[만드는 법]
1. 팬에 식용유를 두르고 불고기용 돼지고기, 설탕 1스푼, 진간장 1스푼을 넣고 볶아줍니다. 
2. 대파, 콩나물, 고추장 1스푼, 굴소스 1스푼, 다진 마늘 1스푼, 후추, 고춧가루 1스푼을 넣고 센불에서 1~2분 볶아줍니다.
3. 깻잎, 참기름, 통깨를 뿌려 마무리해줍니다.

#콩불 #콩나물불고기 


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/BDexkgHaEek/hqdefault.jpg', 'width': 480, 'height': 360}",2022-07-21T08:48:59Z,1:57,111729,2114
AW6mq5K5X4A,UCC9pQY_uaBSa0WOpMNJHbEQ,냉동실에 만두가 있다면 무조건 보세요,"만두덮밥을 만두러 보자

[재료]
냉동만두, 양파

[만두는 법]
1. 냉동만두는 살짝 해동시켜주고 먹기 좋게 잘라줍니다.
2. 자른 냉동만두, 양파 1/2개를 같이 볶아줍니다.
3. 물 1/2컵(약 90ml), 설탕 1스푼, 돈가스소스 1스푼, 굴소스 1스푼을 넣고 섞어줍니다.
4. 계란 노른자, 후추, 통깨 등 입맛에 맞게 뿌려줍니다.

#만두덮밥

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/AW6mq5K5X4A/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-08T08:50:56Z,1:35,155937,1985
_bU5Zz_F1j0,UCC9pQY_uaBSa0WOpMNJHbEQ,밥 먹으려고 끓였다가 쐬주 3병 마시게 만드는 마법의 찌개,"간단하게 참치고추장찌개를 끓여보자

[재료]
참치 1캔(100g), 감자, 양파, 두부, 대파, 청양고추

[만드는 법]
1. 뚝배기에 식용유 2스푼, 고추장 1스푼을 넣고 볶아줍니다.
2. 감자를 넣고 볶아줍니다.
3. 물 2컵을 넣고 굴소스 1스푼(or 멸치액젓 1스푼), 다진마늘 1스푼 넣어줍니다.
4. 물이 끓으면 양파, 두부, 대파, 청양고추, 참치 등 넣어줍니다.
5. 감자가 다 익을 때까지 끓여줍니다.



채널에 가입하여 재미있는 혜택을 누려보세요.
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join

#참치
#고추장찌개","{'url': 'https://i.ytimg.com/vi/_bU5Zz_F1j0/hqdefault.jpg', 'width': 480, 'height': 360}",2021-12-20T10:25:53Z,3:7,274444,6347
wTOOZGuH8cQ,UCC9pQY_uaBSa0WOpMNJHbEQ,직장인들은 무조건 한번씩 먹어본 음식,"간단하게 햄김치전골을 만들어보자

[재료]
김치, 통조림햄, 양파, 대파, 계란

[만드는 법]
1. 팬에 식용유 2스푼 두르고 통조림햄을 구워줍니다.
2. 구워진 햄을 빼주고 양파, 대파를 넣고 볶아줍니다.
3. 자른 김치, 설탕 ½스푼을 넣고 볶아줍니다.
4. 물 종이컵 2컵 + ½컵 을 넣고,
국간장 1스푼, 굴소스 1스푼, 고춧가루 1스푼, 다진 마늘 1스푼 넣어줍니다.
(소고기다시다 or 치킨스톡 ½스푼 추가해주면 좋습니다.)
5. 2~3분 푹 끓여주고 빼둔 햄을 올려줍니다.
6. 계란물을 둘러주고 청양고추를 올려줍니다. 

#스팸
#김치
#전골

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/wTOOZGuH8cQ/hqdefault.jpg', 'width': 480, 'height': 360}",2022-01-07T09:36:07Z,2:55,750990,16331
GLEo1QG4YlA,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 건들지 말고 그대로 두세요,"본 영상은 유료광고를 포함하고 있습니다.

매운돼지찜을 만들어 보자

[재료]
돼지 뒷다리살 600g, 감자, 당근

[만드는 법]
1. 팬이나 냄비에 돼지고기 뒷다리살과 돼지고기가 2/3 정도 잠기게 물을 부어줍니다.
2. 고추장 2스푼, 진간장 2스푼, 고춧가루 2스푼, 설탕 1스푼, 다진 마늘 1스푼, 치킨스톡 1/2스푼을 넣고 20분간 끓여줍니다.
3. 물 양이 절반 정도 졸았을 때쯤에 감자, 당근, 청영고추를 넣고 마저 익혀줍니다.
4. 대파, 통깨 등 입맛에 맞게 뿌려줍니다.

#매운돼지찜

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/GLEo1QG4YlA/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-11T08:00:10Z,2:10,90789,1696
uqOinNufIO0,UCC9pQY_uaBSa0WOpMNJHbEQ,서울사람들은 이거 모른다며???,"소고기무국을 간단하게 만들어보자 

[재료]
소고기 국거리 200g, 무 1/3토막, 콩나물, 대파, 청양고추

[만드는 법]
1. 냄비에 소고기(200g)를 볶아줍니다.
2. 무(350g), 다진 마늘 1스푼을 넣고 볶아줍니다.
3. 고춧가루 2스푼을 넣고 볶아줍니다.
4. 물 3컵 (약 540ml)을 부어주고 콩나물, 대파, 청양고추를 넣어줍니다.
5. 국간장 3스푼, 멸치액젓 1스푼으로 간을 맞춰줍니다.
6. 중약불에서 10~15분 끓여줍니다. 
7. 마지막으로 소금 한꼬집을 뿌려줍니다.

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join

#소고기무국 #자취요리","{'url': 'https://i.ytimg.com/vi/uqOinNufIO0/hqdefault.jpg', 'width': 480, 'height': 360}",2022-02-25T09:14:34Z,3:21,91151,1988
pz0xdIQHN2c,UCC9pQY_uaBSa0WOpMNJHbEQ,여러분들이 생각하는 것보다 훨씬 더 맛있습니다.,"볶음간짬뽕을 만들어 보자

[재료]
간짬뽕 1봉, 양파, 양배추, 통조림햄

[만드는 법]
1. 팬에 식용유를 두르고 통조림햄 1/2, 양파, 양배추를 넣고 오랫동안 볶아줍니다.
2. 진간장 1스푼, 고춧가루 1스푼을 넣고 볶아줍니다.
3. 물 2컵(약 360ml), 건더기스프, 액상스프, 면을 넣고 끓여줍니다.
4. 부추, 후추 등 입맛에 맞게 뿌려줍니다.

#볶음짬뽕


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/pz0xdIQHN2c/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-29T09:08:47Z,1:52,80296,1208
tDlw8yMg9NY,UCC9pQY_uaBSa0WOpMNJHbEQ,절대 실패할 수 없는 김치찌개 레시피,"김치찌개를 끓여보자

[재료]
찌개용 돼지고기 300~400g, 자른 김치 5~6스푼

[만드는 법]
1. 냄비에 식용유 2~3스푼 두르고, 찌개용 돼지고기, 자른 김치, 된장 1스푼, 고추장 1스푼, 진간장 2스푼을 넣고 볶아줍니다.
2. 다진 마늘 1스푼, 양파, 대파를 넣고 더 볶아줍니다.
3. 물 3컵(약 560ml)을 부어주고 푹 끓여줍니다.
4. 두부 등 넣고 싶은 재료를 넣어줍니다.
5. 소금을 살짝 넣어 간을 맞춰줍니다.

#김치찌개

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/tDlw8yMg9NY/hqdefault.jpg', 'width': 480, 'height': 360}",2022-03-21T07:52:02Z,2:49,711408,15618
G8DzdpIIlPc,UCC9pQY_uaBSa0WOpMNJHbEQ,너구리 폼 진짜 미쳤다,"냉너구리를 만들어 보자

[재료]
너구리 라면, 양파, 청양고추

[만드는 법]
1. 라면과 다시마, 건더기 스프는 6분 이상 푹 삶아준 뒤 차가운 물로 행궈줍니다.
2. 물 1컵(약 180ml), 분말스프, 설탕 2스푼, 식초 4스푼, 양파, 청양고추를 넣어 냉육수를 만들어 줍니다.
3. 미리 삶아둔 면, 자른 김치, 삶은 계란, 얼음 등 입맛에 맞게 올려줍니다.

#냉너구리
#라면 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/G8DzdpIIlPc/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-20T08:00:06Z,1:33,71135,1039
iDoqDup04AA,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 라면보다 100배 더 맛있습니다.,"빨간 잡채를 만들어 보자

[재료]
당면, 대파, 양파, 콩나물, 어묵

[만드는 법]
1. 당면은 미리 6분간 삶아준 뒤 빼줍니다.
2. 팬에 식용유를 두르고 대파, 양파, 어묵을 볶아줍니다.
3. 콩나물, 당면, 고추장 1스푼, 굴소스 2스푼, 설탕 1스푼, 고춧가루 1스푼, 다진 마늘 1스푼을 넣고 볶아줍니다.
4. 단무지, 대파, 통깨, 참기름 등 입맛에 맞게 뿌려줍니다.

#빨간잡채


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/iDoqDup04AA/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-05T09:41:41Z,1:53,318320,6008
vCIJwiGYcZY,UCC9pQY_uaBSa0WOpMNJHbEQ,이렇게 쉽고 간단한데 징역 20년짜리 밥도둑임,,"{'url': 'https://i.ytimg.com/vi/vCIJwiGYcZY/hqdefault.jpg', 'width': 480, 'height': 360}",2023-03-30T08:34:00Z,59,1895673,19242
JZh6dx96Nhg,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 한국인이라면 무조건 좋아할 만한 맛입니다,"참치김치덮밥을 만들어 보자

[재료]
자른 김치 1컵, 참치캔(100g), 양파

[만드는 법]
1. 팬에 식용유를 넉넉히 둘러준 뒤 양파, 자른 김치, 고추장 1/2스푼, 설탕 1/2스푼을 볶아줍니다.
2. 참치 1캔, 물 1/2컵(약 90ml), 고춧가루 1/2스푼을 넣고 자박하게 끓여줍니다.
3. 참기름을 둘러줍니다.
4. 밥에 만든 참치김치, 계란후라이, 통깨 등 올려줍니다.

#참치김치덮밥


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/JZh6dx96Nhg/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-13T08:25:45Z,1:46,117773,2684
TTcOkpBSYW4,UCC9pQY_uaBSa0WOpMNJHbEQ,힘들이지 말고 5분 만에 만드세요,"대파 불고기 전골을 만들어보자

[재료]
불고기용 소고기 300g, 파채, 당면, 배음료

[만드는 법]
1. 불고기용 소고기, 진간장 2스푼, 굴소스 2스푼, 설탕 1스푼, 다진 마늘 1스푼, 후추, 배 음료(238ml)를 잘 섞어줍니다.
2. 팬에 양념과 불고기용 고기, 파채, 당면을 넣고 중약불에서 고기가 익을 때까지 끓여줍니다.
3. 참기름, 통깨를 뿌려 마무리합니다.

#불고기전골 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/TTcOkpBSYW4/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-23T08:40:09Z,2:20,117870,1740
N2iuV_25KsQ,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 대패삼겹살 그냥 굽지 말고 이렇게 드셔보세요. 밥 한공기 뚝딱,"대패쌈장덮밥을 만들어 보자

[재료]
대패삼겹살 200g, 양파, 깻잎, 청양고추

[만드는 법]
1. 대패삼겹살, 양파를 구워줍니다.
2. 쌈장 1스푼, 돈가스 소스 1스푼, 설탕 1/2스푼, 다진 마늘 1/2스푼을 넣고 볶아줍니다.
3. 물 1/4컵 (약 45ml) 넣고 끓여줍니다.
4. 밥 위로 올려주고 깻잎, 청양고추, 계란 노른자, 통깨 등 올려줍니다.

#대패쌈장덮밥


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/N2iuV_25KsQ/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-03T09:21:54Z,1:31,85324,1360
OmPAiuBaV00,UCC9pQY_uaBSa0WOpMNJHbEQ,더운날 이거 제발 차갑게 한번 드셔보세요 대박입니다,"골뱅이냉짬뽕을 만들어 보자

[재료]
간짬뽕, 골뱅이 작은 통조림(140g), 대파

[만드는 법]
1. 골뱅이 국물에 물 종이컵 1컵(약 180ml), 액상 스프를 넣고 냉짬뽕 육수를 만들어 줍니다. 
2. 골뱅이, 파채, 다진 마늘 1/2스푼, 고춧가루 1/2스푼, 참기름 1스푼, 통깨를 섞어 골뱅이파채를 만들어 줍니다.
3. 면은 6~7분간 익혀준 뒤 차가운 물에 행궈줍니다.
(콩나물도 추가해주면 좋습니다.)
4. 냉짬뽕 육수에, 면, 골뱅이파채, 얼음, 통깨를 올려줍니다.

#골뱅이
#냉짬뽕

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/OmPAiuBaV00/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-01T09:36:17Z,1:57,46071,777
TEIx5lbW118,UCC9pQY_uaBSa0WOpMNJHbEQ,이걸로 장사하면 돈방석에 앉을 수 있습니다.,"얼큰 닭칼국수를 만들어 보자

[재료]
칼국수 라면, 닭다리살 정육 200g, 각종 야채

[만드는 법]
1. 팬에 닭다리살 정육을 구워줍니다.
2. 고추장 1/2스푼, 다진 마늘 1/2스푼, 고춧가루 1스푼을 넣고 볶아줍니다.
3. 물 종이컵 3컵(약 540ml), 건더기, 분말스프, 면, 각종 야채를 넣고 끓여줍니다.
4. 청양고추나 후추 등 입맛에 맞게 추가해줍니다.

#라면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/TEIx5lbW118/hqdefault.jpg', 'width': 480, 'height': 360}",2023-04-26T09:31:24Z,1:39,58411,1053
MO22CNHhAMo,UCC9pQY_uaBSa0WOpMNJHbEQ,이걸 보고도 실패한다면 제 머리털을 가져가세요.,"얼큰 계란찌개를 만들어 보자

[재료]
고추참치 1캔(90g), 대파, 양파, 애호박, 계란 2알

[만드는 법]
1. 뚝배기에 식용유, 대파를 넣고 볶아서 파기름을 만들어 줍니다.
2. 고추참치 1캔, 다진 마늘 1/2스푼, 고춧가루 1스푼을 넣고 볶아줍니다
3. 물 2컵(약 360ml), 멸치액젓 1스푼, 치킨스톡 1/3스푼, 양파, 애호박, 계란을 넣고 끓여줍니다.
4. 대파, 후추 등 입맛에 맞게 뿌려줍니다.

#계란찌개

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/MO22CNHhAMo/hqdefault.jpg', 'width': 480, 'height': 360}",2023-04-30T07:24:23Z,1:41,278225,3908
-XlFM0YSWZk,UCC9pQY_uaBSa0WOpMNJHbEQ,외국 SNS에서 핫한 우동 레시피,"대패볶음우동을 만들어 보자

[재료]
대패삼겹살 150g, 우동면, 대파, 청경채, 숙주

[만드는 법]
1. 우동면과 청경채는 뜨거운 물에서 한번 데쳐줍니다.
2. 팬에 식용유 2스푼을 두르고 대패삼겹살을 구워줍니다.
3. 다진 대파 2/3컵, 다진 마늘 1스푼, 고춧가루 2스푼을 볶아 고추기름을 만들어 줍니다.
4. 우동면, 청경채, 숙주, 굴소스 2스푼, 설탕 1스푼을 넣고 1~2분간 볶아줍니다.

#볶음우동

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/-XlFM0YSWZk/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-14T08:00:00Z,1:41,45153,939
xrkfszDQQiQ,UCC9pQY_uaBSa0WOpMNJHbEQ,이렇게 꼭 한번 만들어 보세요! 밥 3공기 그냥 사라집니다.,"참치무조림을 만들어 보자

[재료]
무 500g, 참치 1캔(100g), 양파, 대파

[만드는 법]
1. 팬에 무, 양파, 대파, 양념장을 넣고 뚜껑 덮고 중약불로 끓여줍니다.
(양념장 - 된장 1스푼, 굴소스 1스푼, 멸치 액젓 1스푼, 설탕 1스푼, 다진 마늘 1스푼, 고춧가루 2스푼, 후추, 물 1컵(약 180ml))
2. 참치 1캔을 넣고 마저 무가 익을 때까지 끓여줍니다.
(물이 부족하면 추가해줍니다.)
3. 참기름, 쪽파, 통깨 등 뿌려줍니다.

#참치
#무
#조림


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/xrkfszDQQiQ/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-10T09:33:01Z,1:51,44256,864
Xvl5zCzE47o,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 소주 안주는 이렇게 쉽게 만드세요,"본 영상은 유료광고를 포함하고 있습니다.

- 일부지역 (서울, 경기, 충주, 오산)은 e왕마트닷컴( https://www.ewangmart.com )에서 5만원 이상 구매시 (당일 or 아침 배송) / 그외 지역은 식자재왕 스마트 스토어( https://smartstore.naver.com/winplusmall ) 구매 (택배 1~3일 소요)
- 할인프로모션 : 한 달 4회 왕특가 상품 운영 (황도, 락스, 순두부 위생장갑 외 다양한 상품 100원 ~ 최저가 딜)
- 회원가입혜택 : 일반 5,000원 / 사업자 15,000원 쿠폰 지급(사업자 종이컵 한 박스 추가 지급)
- 기존고객 혜택 : 친구추천 회원가입 시 친구도 나도 5,000원씩 지급

#편육 #돼지껍데기

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/Xvl5zCzE47o/hqdefault.jpg', 'width': 480, 'height': 360}",2023-06-11T08:00:24Z,2:9,30757,521
A49bLqoZfvs,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 해장은 간단하게 라면으로 하세요,"햄김치라면을 만들어 보자

[재료]
라면, 통조림 햄 1/2, 대파, 콩나물, 김치

[만드는 법]
1. 팬에 식용유를 두르고 대파, 으깬 햄, 다진 마늘 1/2스푼, 자른김치 2스푼을 넣고 볶아줍니다.
2. 설탕 1/3스푼(생략 가능), 라면 스프 1봉을 넣고 볶아줍니다.
3. 물 3컵(약 540ml), 면, 콩나물을 넣고 끓여줍니다
4. 대파, 후추를 뿌려 마무리합니다.

#햄김치라면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/A49bLqoZfvs/hqdefault.jpg', 'width': 480, 'height': 360}",2023-05-09T09:53:26Z,1:48,104448,1530
